nct_id,brief_title,official_title,overall_status,start_date,sponsor,condition,phase,intervention_name,intervention_type,primary_outcome,secondary_outcome,country,study_type,enrollment
NCT03571022,"Unobtrusive Sensing of Medication Intake (""USE-MI"")","Unobtrusive Sensing of Medication Intake (""USE-MI"")",UNKNOWN,2019-01-08,Swedish Medical Center,Medication Adherence,NA,USE-MI System,BEHAVIORAL,System Acceptability,Accuracy of Capture of Pill-Taking by USE-MI,United States,INTERVENTIONAL,60
NCT01209052,First Time in Human Study With GSK1325756,"A Single-centre, Double-blind, Placebo-controlled Study to Evaluate the Safety, Tolerabilty, Pharmacokinetics, and Pharmacodynamics of Single, Oral, Ascending Doses and Repeat Oral Doses of GSK1325756 in Healthy Male Subjects.",COMPLETED,2009-10-15,GlaxoSmithKline,"Pulmonary Disease, Chronic Obstructive",PHASE1,GSK1325756 + Placebo,DRUG; OTHER,"Safety and tolerabilty of GSK1325756 as assessed by clinical monitoring of blood pressure, pulse rate, ECG, and laboratory data, as well as reporting of AEs.","Area under the blood concentration-time curve, Maximum Concentration (Cmax), Time to Cmax (Tmax), terminal half-life and oral clearance of GSK1325756 following the administration of single escalating oral doses of GSK1325756 in healthy adult subjects. | Area under the blood drug concentration-time curve, trough 24-hour Concentration (C24), Cmax, Tmax and accumulation of GSK1325756 following the administration of once daily repeat doses of two selected doses of GSK1325756 for 14 days in healthy subjects. | Flow cytometric quantification of CXCL1-induced CD11b cell surface expression on peripheral blood neutrophils ex vivo following the administration of single and repeat oral doses of GSK1325756 in healthy adult subjects | PK-PD model of the relationship between the blood concentration of GSK1325756 and CXCL1-induced CD11b cell surface expression on neutrophils ex vivo following the administration of single and repeat oral doses of GSK1325756 in healthy adult subjects",United Kingdom,INTERVENTIONAL,58
NCT03228589,The Effect of a Probiotic Strain on Aspirin-induced GI Damage.,"The Effect of 8 Weeks Intake of a Probiotic Strain on a 6 Week Aspirin-induced Intestinal Deterioration Challenge in Healthy Volunteers - a Randomized, Double-blind, Placebo-controlled, Two Armed, Parallel Group Trial.",COMPLETED,2017-07-15,Chr Hansen,Side Effects of Acetylsalicylic Acid Use,PHASE2,probiotic strain + Placebo,DIETARY_SUPPLEMENT,Lewis score from capsule endoscopy,Mucosal ulcer number | Pain module score of the GSRS questionnaire | Blood I-FABP concentration | Total score of the GSRS questionnaire | Mucosal red spots number | Feces Calprotectin concentration. | blood Calprotectin concentration,Ireland,INTERVENTIONAL,109
NCT04883658,A Clinical Trial to Evaluate the Tolerability and Pharmacokinetics of CKD-348(2),"An Open Label, Randomized, Single Dose, 2-sequence, 4-period, Cross-over Clinical Trial to Evaluate the Pharmacokinetics and Tolerability of CKD-348(2) With Coadministration of CKD-828, D097 and D337 in Healthy Adult Volunteers",COMPLETED,2021-06-04,Chong Kun Dang Pharmaceutical,Hypertension and Dyslipidemia,PHASE1,"CKD-348(2) + CKD-828, D097, D337",DRUG,AUCt of CKD-348(2) | Cmax of CKD-348(2),AUCinf of CKD-348(2) | Tmax of CKD-348(2) | AUCt/AUCinf of CKD-348(2) | T1/2 of CKD-348(2),South Korea,INTERVENTIONAL,62
NCT07402941,Evaluation of Cochlear (Promontory) Stimulation During Awake Ear Surgery (TONES Study),Evaluation of Cochlear (Promontory) Stimulation During Awake Ear Surgery (TONES Study),RECRUITING,2025-06-02,Auricle Health Inc.,Hearing Disorder,NA,Electrical extracochlear stimulation,DEVICE,Stimulation discrimination,Threshold and most comfortable level | Stimulation effects,United States,INTERVENTIONAL,18
NCT01967680,Non-sedation Versus Sedation With a Daily Wake-up Trial in Critically Ill Patients Receiving Mechanical Ventilation,"Non-sedation Versus Sedation With a Daily Wake-up Trial in Critically Ill Patients Receiving Mechanical Ventilation. The NONSEDA-trial. An Investigator-initiated, Randomised, Clinical, Parallel-group, Multinational, Superiority Trial",COMPLETED,2014-01,Palle Toft,"Critical Illness | Respiration, Artificial",NA,"Non-sedation for intubated, mechanically ventilated patients + Controlgroup, sedation with daily wake-up trial",PROCEDURE,Mortality,Days until death | Cardiovascular event | Coma and deliriumfree days | RIFLE-score | Days until discharge | Days until the participant is without mechanical ventilation,"Denmark, Norway, Sweden",INTERVENTIONAL,700
NCT06675968,Evaluating the Need for Transosseous Anchoring in Anterolateral Hip Prosthetic Surgery,"A Randomized, Prospective, Single-blind Controlled Clinical Trial to Systematically Assess the Need for Transosseous Anchoring in the Anterolateral Approach to Primary Hip Prosthetic Surgery",COMPLETED,2022-05-02,Mireia Vinas Noguera,"Suture, Complication",NA,Direct Suture + Transosseus Suture,PROCEDURE,Trendelenburg Test,Pain Level | Quality of life | Surgeons sensation | Patient Satisfaction | Complications | Complementary tests,Spain,INTERVENTIONAL,108
NCT05524779,BTL-785F Device for Non-invasive Reduction of Wrinkles and Overall Facial Improvement,Evaluation of Safety and Efficacy of the BTL-785F Device for Non-invasive Reduction of Wrinkles and Overall Improvement of Appearance of the Face,COMPLETED,2022-10-19,BTL Industries Ltd.,Wrinkle,NA,BTL-785-7,DEVICE,Noninvasive Treatment Of Wrinkles,Skin Quality Assessment | Therapy Comfort | Subject Satisfaction,United States,INTERVENTIONAL,21
NCT03785158,MIND After Surgery,Melatonin for Preventing Postoperative Delirium in Elderly Patients; a Multi-centre Randomized Placebo Controlled Pilot Study,COMPLETED,2021-09-14,McMaster University,Post-operative Delirium | Major Non-cardiac Surgery,NA,Liquid Melatonin + Placebo,OTHER,Recruitment rate | Medication compliance | Follow up to 3 months | Proportion of patients recruited from screening,Incidence of Delirium | Severity of Delirium | Sleep quality | Incidence of ICU care | Prolonged hospital stay | Institutional discharge | Cognitive Status | Mortality | Adverse effects,Canada,INTERVENTIONAL,88
NCT01757171,Phase II Study of Cabazitaxel in Refractory Metastatic Gastric or Gastroesophageal Adenocarcinoma,"An Open-Labeled, Multicenter Phase II Study of Cabazitaxel in Refractory Metastatic Gastric or Gastroesophageal Adenocarcinoma",COMPLETED,2012-12,Weill Medical College of Cornell University,Gastric Adenocarcinoma | Gastroesophageal Adenocarcinoma | Distal Esophageal Adenocarcinoma,PHASE2,Cabazitaxel,DRUG,Number of Participants With Progression at the 3 Month Follow up Visit,Duration of Event Free Survival of Subjects Treated With Cabazitaxel | Number of Participants With Response to Cabazitaxel Across Gastric Cancer Subtypes | Percent of Participants Treated With Cabazitaxel With Event Free Survival,United States,INTERVENTIONAL,85
NCT00227058,Effects of Orotic Acid Derivatives With or Without Glutathione on Allergic Rhinitis,Effects of Orotic Acid Derivatives With or Without Glutathione on Allergic,COMPLETED,2005-01,University of Mississippi Medical Center,Seasonal Allergic Rhinitis,NA,Orotic acid and Glutathione-(Nutritional Supplements),DRUG,Improvement in nasal symptom scores from baseline after intervention,change in cytokine profile with intervention compared to placebo,United States,INTERVENTIONAL,100
NCT00755924,Prospective Randomized Clinical Trial Evaluating the Impact of Vinegar on High Density Lipoprotein,,COMPLETED,2008-06,HealthPartners Institute,"Cholesterol, HDL",PHASE1,Vinegar + Placebo,DIETARY_SUPPLEMENT; OTHER,Change in HDL-Cholesterol level,,United States,INTERVENTIONAL,114
NCT03301246,Artimes Pro Low Profile Dilatation Catheters for Pre-Dilatation in Patients With Symptomatic Ischemic Heart Disease,Artimes Pro Low Profile 1.00mm and 1.25mm Dilatation Catheters for Pre-Dilatation of Stenosis and Occlusion in Patients With Symptomatic Ischemic Heart Disease,COMPLETED,2018-10-31,"Eminence Clinical Research, Inc.","Coronary Artery Disease | Heart Disease, Ischemic | Coronary Stenosis",NA,Artimes Pro Low Profile Dilatation Catheter,DEVICE,Procedure Success,Anticipated Adverse Events,United States,INTERVENTIONAL,60
NCT03428022,Apatinib Combined With EGFR-TKI for Advanced Slow-progressed EGFR-TKI Resistant NSCLC,Apatinib Combined With Epidermal Growth Factor Receptor Tyrosine Kinase Inhibitors Used for the Advanced Slow-progressed Non Small Cell Lung Cancer Patients With EGFR-TKI Resistance,UNKNOWN,2017-12-01,Shenzhen People's Hospital,NSCLC | Apatinib | EGFR-TKI,PHASE3,Apatinib（Tab. 500mg/d） combined with EGFR-TKI（as previously）,DRUG,PFS,OS | ORR,China,INTERVENTIONAL,54
NCT01244191,"Tivantinib Plus Erlotinib Versus Placebo Plus Erlotinib for the Treatment of Non-squamous, Non-small-cell Lung Cancer","A Phase 3, Randomized, Double-Blind, Placebo-Controlled Study of ARQ197 Plus Erlotinib Versus Placebo Plus Erlotinib in Previously Treated Subjects With Locally Advanced or Metastatic, Non-Squamous, Non-Small-Cell Lung Cancer (NSCLC)",TERMINATED,2011-01-11,Daiichi Sankyo,"Non Squamous, Non-small-cell Lung Cancer",PHASE3,Tivantinib + Placebo + Erlotinib,DRUG,"Overall Survival Following Treatment With Tivantinib (ARQ 197) Plus Erlotinib Compared to Placebo Plus Erlotinib in Previously Treated Participants With Locally Advanced or Metastatic, Non-Squamous, Non-Small-Cell Lung Cancer","Progression-free Survival Following Treatment With Tivantinib (ARQ 197) Plus Erlotinib Compared to Placebo Plus Erlotinib in Previously Treated Participants With Locally Advanced or Metastatic, Non-Squamous, Non-Small-Cell Lung Cancer | Overall Survival in the Epidermal Growth Factor Receptor Gene Wild-Type Subpopulation Following Treatment With Tivantinib (ARQ 197) Plus Erlotinib Compared to Placebo Plus Erlotinib in Previously Treated Participants With Non-Squamous NSCLC | Progression-free Survival in the Epidermal Growth Factor Receptor (EGFR) Gene Wild-Type Subpopulation Following Treatment With Tivantinib (ARQ 197) Plus Erlotinib Compared to Placebo Plus Erlotinib in Previously Treated Participants Non-Squamous NSCLC | Best Overall Tumor Response Following Treatment With Tivantinib (ARQ 197) Plus Erlotinib Compared to Placebo Plus Erlotinib in Previously Treated Participants With Locally Advanced or Metastatic, Non-Squamous, Non-Small-Cell Lung Cancer | Duration of Response Following Treatment With Tivantinib (ARQ 197) Plus Erlotinib Compared to Placebo Plus Erlotinib in Previously Treated Participants With Locally Advanced or Metastatic, Non-Squamous, Non-Small-Cell Lung Cancer | Treatment-Emergent Adverse Events Reported in ≥5% of Participants Following Treatment With Tivantinib (ARQ 197) Plus Erlotinib Compared to Placebo Plus Erlotinib in Previously Treated Participants With Non-Squamous, Non-Small-Cell Lung Cancer | Treatment-Emergent Adverse Events Related to Tivantinib/Placebo Experienced by ≥5% of Participants Following Treatment With Tivantinib (ARQ 197) Plus Erlotinib Compared to Placebo Plus Erlotinib in Previously Treated Participants With Non-Squamous NSCLC","Argentina, Australia, Austria, Belgium, Brazil, Canada, Chile, Czechia, Denmark, France, Germany, Hungary, Italy, Mexico, Netherlands, Peru, Poland, Romania, Russia, Spain, Sweden, United Kingdom, United States",INTERVENTIONAL,1048
NCT06067204,Automatic Ventilation in Prehospital Resuscitation on OHCA,Prehospital Automatic Ventilation on Resuscitation Outcomes in Out-of-hospital Cardiac Arrest Patients: a Randomized Controlled Trial,RECRUITING,2023-10-02,National Taiwan University Hospital,Out-Of-Hospital Cardiac Arrest,NA,Automatic ventilation + Manual ventilation,DEVICE,The percentage of any return of spontaneous circulation (ROSC),The percentage of sustained ROSC in 24 hours | The percentage of survival to hospital discharge | The percentage of favorable neurological outcome after discharge | Chest compression fraction | The percentage of intravenous catheter placement | The percentage of epinephrine injection | The satisfaction of emergency medical technician (EMT) during the dispatch | The percentage of pneumothorax,Taiwan,INTERVENTIONAL,514
NCT04287478,Bacteriophage Therapy in Patients With Urinary Tract Infections,"A Phase I/II Study of Bacteriophage Therapy to Evaluate Safety, Tolerability, and Efficacy of Targeted ""Personalized"" Bacteriophage Treatments in Patients With Bacterial Infection of the Urinary Tract",TERMINATED,2020-12-09,"Adaptive Phage Therapeutics, Inc.",Urinary Tract Infection Bacterial,"PHASE1, PHASE2",Bacteriophage Therapy,BIOLOGICAL,Identify ideal bacteriophage treatment regimens based on improvements in disease control rates,Assess the safety of bacteriophage therapy | Assess the tolerability of bacteriophage therapy,United States,INTERVENTIONAL,1
NCT00352521,Dynamic Contrast-Enhanced Magnetic Resonance Imaging (DCE-MRI) With Bevacizumab and Irinotecan for Malignant Glioma,Dynamic Contrast-Enhanced Magnetic Resonance Imaging With Bevacizumab in Combination With Irinotecan for Malignant Gliomas,COMPLETED,2006-04,Duke University,Brain and Central Nervous System Tumors,PHASE2,bevacizumab + irinotecan + dynamic contrast-enhanced magnetic resonance imaging,DRUG; PROCEDURE,Correlation of the acute permeability and blood flow response (24-48 hours) with progression-free survival (PFS),Overall Survival and Tumor Response | Incidence and severity of central nervous system (CNS) hemorrhage and systemic hemorrhage,United States,INTERVENTIONAL,20
NCT02233062,Impact of Exclusive Enteral Nutrition Therapy on Sperm Quality of Patients With Crohn's Disease,Impact of Exclusive Enteral Nutrition Therapy on Sperm Quality of Male Patients With Crohn's Disease,COMPLETED,2013-05,"Jinling Hospital, China",Crohn's Disease,NA,Exclusive Enteral Nutrition Therapy,DIETARY_SUPPLEMENT,Sperm motility,Crohn's Disease Activity Index,China,INTERVENTIONAL,12
NCT03083704,"A Healthy Volunteer PK/PD, Safety and Tolerability Study of Second Generation Andexanet Alfa","A Phase 1 Randomized, Double-blind, Placebo-controlled Study to Evaluate the Pharmacokinetics, Pharmacodynamics, Safety, and Tolerability of Second Generation Andexanet Alfa Administered to Healthy Subjects",COMPLETED,2017-02-26,Portola Pharmaceuticals,Bleeding,PHASE1,Andexanet alfa (Gen 1 Process 2) + Apixaban 5 MG + Rivaroxaban 20 MG + Enoxaparin sodium + Edoxaban 60 MG + Andexanet alfa (Gen 2) + Andexanet alfa (Gen 1 Process 3) + Apixaban 10 MG + Rivaroxaban 10 MG,BIOLOGICAL; DRUG,"Pharmacokinetics | Reversal | Safety will be evaluated by assessment of adverse events, venous thromboembolic events, physical exam findings, vital signs, oxygen saturation, fecal occult blood testing, and 12-lead ECGs. | Safety will be evaluated by analyzing the following: • Hematology, chemistry & urinalysis. | Safety will be evaluated by analyzing the following: • Antibodies to andexanet, fX, & fXa, and neutralizing antibodies | Safety will be evaluated by analyzing the following: • TFPI, D-dimer, F1+2, thrombin-antithrombin III, and Russell's viper venom time | Safety will be evaluated by analyzing the following: fX, fibrinogen, tissue-type plasminogen activator, plasmin-alpha2-antiplasmin complexes, thrombin activatable fibrinolysis inhibitor, beta-thromboglobulin, platelet factor 4 & soluble thrombomodulin","To evaluate the pharmacokinetics of Generation 2 process andexanet, as measured by the following PK parameter: Total area under the plasma concentration-time curve from time 0 to infinity (AUC(0 ∞) | Reversal | Reversal | To evaluate the pharmacokinetics of Generation 2 process andexanet, as measured by the following PK parameter: Cmax - Maximum Observed Concentration | To evaluate the pharmacokinetics of Generation 2 process andexanet, as measured by the following PK parameter: Tmax - Time to maximum observed plasma concentration (Tmax) | To evaluate pharmacokinetics of Generation 2 process andexanet as measured by following PK parameter: t1/2 - Plasma t½, determined by linear regression of the log concentration on the distribution & terminal portion of the plasma concentration-time curve | To evaluate the pharmacokinetics of Generation 2 process andexanet, as measured by the following PK parameter: CL - Clearance | To evaluate the pharmacokinetics of Generation 2 process andexanet, as measured by the following PK parameter: Vss - Volume of distribution at steady state (Vss) | To evaluate the pharmacokinetics of Generation 2 process andexanet, as measured by the following PK parameter: lamda z - The terminal or elimination rate constant (lamda z)",United States,INTERVENTIONAL,153
